target,opinion,sentiment,reviewID,item
lego sets,recommend,NEU,1996,Stunt Show Truck
lego playset,recommend,POS,1997,Stunt Show Truck
stunt show truck,recommend,POS,1999,Stunt Show Truck
parental guidance,recommend,POS,2002,Stunt Show Truck
ni tot practice,recommend,NEU,2008,Stunt Show Truck
kidults,recommend,POS,2012,Stunt Show Truck
excitement,recommend,POS,2023,Stunt Show Truck
jurassic world dinos,recommend,NEU,2039,Family House
lego city collection,recommend,POS,2068,Fire Command Unit
set,recommend,POS,2075,Fire Command Unit
set,recommend,POS,2086,Police Patrol Boat
lego set,recommend,POS,2088,Police Patrol Boat
legos,recommend,POS,2089,Police Patrol Boat
quality,recommend,POS,2091,Police Patrol Boat
colours,recommend,POS,2091,Police Patrol Boat
built,recommend,POS,2091,Police Patrol Boat
set,recommend,POS,2095,Police Patrol Boat
lego,recommend,POS,2105,Police Patrol Boat
set,recommend,POS,2106,Police Patrol Boat
set,recommend,POS,2108,Police Patrol Boat
lego set,recommend,NEU,2109,Police Patrol Boat
set,recommend,POS,2110,Police Patrol Boat
set,recommend,POS,2128,Police Patrol Boat
set,recommend,POS,2129,Police Patrol Boat
set,recommend,POS,2129,Police Patrol Boat
safari themed gameplay,recommend,POS,2137,Wildlife Rescue Off-Roader
lego,recommend,POS,2154,Wildlife Rescue Off-Roader
set,recommend,POS,2156,Wildlife Rescue Off-Roader
game,recommend,POS,2193,Fire Rescue & Police Chase
lego city fire rescue police chase,recommend,POS,2196,Fire Rescue & Police Chase
fire rescue police chase,recommend,POS,2196,Fire Rescue & Police Chase
set,recommend,POS,2203,Fire Rescue & Police Chase
directions,recommend,POS,2277,Mobile Crane
set,recommend,POS,2295,Stunt Park
stuntz bike,recommend,NEU,2300,Stunt Park
set,recommend,POS,2301,Stunt Park
lego set,recommend,POS,2342,Car Transporter
fire ladder truck legos,recommend,POS,2364,Fire Ladder Truck
set,recommend,POS,2426,Police Prisoner Transport
building solo,recommend,NEU,2448,Stunt Competition
set,recommend,POS,2460,Stunt Competition
set,recommend,POS,2487,Holiday Camper Van
set,recommend,POS,2490,Holiday Camper Van
quality,recommend,POS,2493,Holiday Camper Van
lego holiday camper,recommend,POS,2494,Holiday Camper Van
set,recommend,POS,2522,Ice-Cream Truck
set,recommend,POS,2528,Picnic in the park
colour base plate,recommend,NEU,2575,Road Plates
underneath,recommend,NEU,2575,Road Plates
set,recommend,POS,2602,Road Plates
race car,recommend,POS,2678,Race Car
set,recommend,POS,2718,Demolition Stunt Bike
demolition stunt bike,recommend,POS,2720,Demolition Stunt Bike
use,recommend,POS,2722,Demolition Stunt Bike
lego set,recommend,POS,2738,Demolition Stunt Bike
rocket stunt bike,recommend,POS,2761,Rocket Stunt Bike
quality,recommend,POS,2803,Skate Park
lego set,recommend,POS,2816,Skate Park
extra animals houses,recommend,NEU,2866,Around the World
legos,recommend,POS,2867,Around the World
building,recommend,POS,2898,LEGO® Medium Creative Brick Box
set,recommend,POS,2952,LEGO® Creative Bricks
bitty x,recommend,NEU,2985,Brick Separator
bitty x s,recommend,NEU,2985,Brick Separator
lego builder,recommend,POS,3015,Brick Separator
plates,recommend,NEU,3043,Brick Separator
lego set piece,recommend,POS,3058,Brick Separator
batman set,recommend,NEU,3077,Brick Separator
stud coverage,recommend,POS,3156,Gray Baseplate
road base plates,recommend,NEU,3231,Green Baseplate
lego,recommend,POS,3243,Green Baseplate
medieval castle,recommend,POS,3276,Medieval Castle
lego set,recommend,POS,3277,Medieval Castle
build experience,recommend,POS,3278,Medieval Castle
baseplate,recommend,POS,3283,Medieval Castle
medieval castle lego set,recommend,POS,3290,Medieval Castle
lego set,recommend,POS,3295,Medieval Castle
family activity,recommend,POS,3299,Medieval Castle
set,recommend,POS,3306,Medieval Castle
set,recommend,POS,3322,Medieval Castle
lego castle,recommend,POS,3323,Medieval Castle
lego set,recommend,POS,3341,Medieval Castle
set,recommend,POS,3398,Pirate Ship
set,recommend,POS,3405,Pirate Ship
set,recommend,POS,3407,Ferris Wheel
set,recommend,POS,3424,Ferris Wheel
activity,recommend,POS,3426,Ferris Wheel
lego ferris wheel,recommend,POS,3426,Ferris Wheel
carnival theme,recommend,POS,3432,Ferris Wheel
set,recommend,NEU,3434,Ferris Wheel
tech circle shapes,recommend,NEU,3434,Ferris Wheel
lego set,recommend,POS,3445,Ferris Wheel
parts,recommend,POS,3450,Ferris Wheel
set,recommend,POS,3465,Caravan Family Holiday
lego play set,recommend,POS,3475,Caravan Family Holiday
price,recommend,POS,3482,Majestic Tiger
set,recommend,POS,3496,Majestic Tiger
lego kit,recommend,POS,3510,Majestic Tiger
set,recommend,POS,3518,Majestic Tiger
set,recommend,POS,3525,Surfer Beach House
set,recommend,POS,3547,Space Shuttle Adventure
figure,recommend,NEU,3566,Crocodile
set in lion warhog ostrich,recommend,NEU,3591,Safari Wildlife Tree House
race buggy transporter,recommend,NEU,3591,Safari Wildlife Tree House
lego,recommend,POS,3591,Safari Wildlife Tree House
sussy baka,recommend,NEU,3597,Space Mining Mech
beginner s lego,recommend,POS,3645,Superbike
set,recommend,POS,3656,Supersonic-jet
creator,recommend,POS,3682,Deep Sea Creatures
set,recommend,POS,3723,Mighty Dinosaurs
set,recommend,POS,3733,Mighty Dinosaurs
purchase,recommend,POS,3746,Mighty Dinosaurs
value sets,recommend,POS,3752,Mighty Dinosaurs
age range,recommend,POS,3795,Dolphin and Turtle
set,recommend,POS,3803,Dolphin and Turtle
lego,recommend,POS,3807,Dolphin and Turtle
lego creator robot pack,recommend,NEU,3814,Super Robot
build,recommend,NEU,3814,Super Robot
instructions,recommend,NEU,3814,Super Robot
price,recommend,POS,3829,Super Robot
set,recommend,POS,3852,Colosseum
parts,recommend,NEU,3865,Colosseum
table,recommend,NEU,3865,Colosseum
workstation,recommend,NEU,3865,Colosseum
architecture fan,recommend,POS,3868,Colosseum
set,recommend,POS,3872,Colosseum
set,recommend,POS,3891,Colosseum
set,recommend,POS,3931,Colosseum
set,recommend,NEU,3931,Colosseum
futbol fan,recommend,NEU,3973,Real Madrid – Santiago Bernabéu Stadium
barca fan,recommend,NEU,3987,Camp Nou – FC Barcelona
soccer fan,recommend,NEU,3987,Camp Nou – FC Barcelona
manual,recommend,NEU,4025,Old Trafford - Manchester United
build,recommend,POS,4026,Old Trafford - Manchester United
man u fan,recommend,POS,4053,Old Trafford - Manchester United
assembly square,recommend,POS,4062,Assembly Square
set,recommend,POS,4088,Assembly Square
set,recommend,POS,4117,Assembly Square
modular set,recommend,POS,4129,Assembly Square
lego fan,recommend,NEU,4146,Assembly Square
modular building,recommend,POS,4156,Assembly Square
set,recommend,POS,4181,Assembly Square
set,recommend,POS,4188,Assembly Square
set,recommend,POS,4190,Assembly Square
set,recommend,POS,4237,Assembly Square
middle piece,recommend,POS,4258,Assembly Square
modular building fans,recommend,POS,4285,Assembly Square
building experience,recommend,NEU,4309,Assembly Square
set,recommend,POS,4317,Haunted House
kit,recommend,POS,4349,Haunted House
set,recommend,NEU,4354,Haunted House
set,recommend,POS,4380,Haunted House
wheels,recommend,NEU,4382,Haunted House
build,recommend,POS,4396,Haunted House
set,recommend,POS,4404,Haunted House
space,recommend,POS,4426,Haunted House
building lego,recommend,POS,4465,Haunted House
lego set,recommend,POS,4477,Boutique Hotel
build,recommend,POS,4481,Boutique Hotel
sets,recommend,POS,4485,Boutique Hotel
build,recommend,POS,4487,Boutique Hotel
build,recommend,POS,4493,Boutique Hotel
modular line,recommend,NEU,4495,Boutique Hotel
assembly square,recommend,NEU,4495,Boutique Hotel
lego modular building wood,recommend,POS,4504,Boutique Hotel
purchasing,recommend,POS,4525,Boutique Hotel
set,recommend,POS,4529,Boutique Hotel
modulars collection,recommend,NEU,4538,Boutique Hotel
sets,recommend,NEU,4602,Ghostbusters™ ECTO-1
build,recommend,POS,4603,Ghostbusters™ ECTO-1
looks,recommend,POS,4603,Ghostbusters™ ECTO-1
build,recommend,POS,4623,Ghostbusters™ ECTO-1
value,recommend,POS,4665,Ghostbusters™ ECTO-1
rust stickers,recommend,POS,4670,Ghostbusters™ ECTO-1
kit,recommend,POS,4727,NASA Space Shuttle Discovery
shuttle,recommend,POS,4732,NASA Space Shuttle Discovery
set,recommend,POS,4745,NASA Space Shuttle Discovery
set,recommend,POS,4767,NASA Space Shuttle Discovery
kit,recommend,POS,4780,NASA Space Shuttle Discovery
set,recommend,POS,4801,NASA Space Shuttle Discovery
build,recommend,POS,4817,NASA Space Shuttle Discovery
set,recommend,POS,4826,NASA Space Shuttle Discovery
set,recommend,POS,4835,NASA Space Shuttle Discovery
nasa kits,recommend,POS,4857,NASA Space Shuttle Discovery
hubble,recommend,POS,4869,NASA Space Shuttle Discovery
shuttle,recommend,POS,4869,NASA Space Shuttle Discovery
set,recommend,POS,4870,NASA Space Shuttle Discovery
set,recommend,POS,4872,NASA Space Shuttle Discovery
build,recommend,POS,4873,NASA Space Shuttle Discovery
set,recommend,POS,4875,NASA Space Shuttle Discovery
space fans,recommend,POS,4876,NASA Space Shuttle Discovery
display,recommend,POS,4904,NASA Space Shuttle Discovery
play,recommend,NEU,4904,NASA Space Shuttle Discovery
display piece,recommend,POS,4924,NASA Space Shuttle Discovery
det,recommend,POS,4950,Police Station
buildings,recommend,POS,4959,Police Station
pet shop,recommend,NEU,4962,Police Station
set,recommend,POS,4979,Police Station
diagon alley,recommend,NEU,4991,Police Station
stand alone display set,recommend,NEU,4991,Police Station
lego city,recommend,NEU,5015,Police Station
set,recommend,POS,5045,Police Station
modular collectors,recommend,NEU,5059,Police Station
entrance point,recommend,NEU,5059,Police Station
assembly square,recommend,NEU,5059,Police Station
modulars,recommend,NEU,5075,Bookshop
pet shop,recommend,NEU,5081,Bookshop
set,recommend,POS,5105,Bookshop
creator expert modular fan,recommend,POS,5117,Bookshop
build,recommend,POS,5142,Bookshop
set,recommend,POS,5145,Bookshop
set,recommend,POS,5152,Bookshop
build,recommend,POS,5153,Bookshop
batwing,recommend tackling,NEU,1018,1989 Batmobile™
structure,recommended,POS,150,The White House
lego theme,recommended,NEU,363,London
led s,recommended,NEU,1639,Passenger Train
lego set,recommended,POS,2344,Car Transporter
set,recommended,POS,2448,Stunt Competition
age,recommended,NEG,2498,Holiday Camper Van
bonus road plates,recommended,POS,2802,Skate Park
lego baseplate,recommended,POS,3161,Gray Baseplate
set,recommended,POS,3607,Race Car Transporter
hormonal builders,recommended,NEU,3925,Colosseum
set,recommended,POS,3971,Real Madrid – Santiago Bernabéu Stadium
set,recommended,POS,3978,Camp Nou – FC Barcelona
set,recommended,POS,4007,Old Trafford - Manchester United
baseplates,recommended,NEU,4071,Assembly Square
set,recommended,POS,4222,Assembly Square
lego set,recommended,POS,4305,Assembly Square
age range,recommended,POS,4317,Haunted House
set,recommended,POS,4395,Haunted House
build,recommended,POS,4683,Ghostbusters™ ECTO-1
lego set,recommended,NEU,4751,NASA Space Shuttle Discovery
age group,recommends,POS,2967,Creative Monsters
jumps,record breaking,POS,2756,Rocket Stunt Bike
moon sticker,recreate,NEU,526,1989 Batwing
batcave,recreate,NEU,670,Batcave™: The Riddler™ Face-off
painting,recreate,NEU,3873,Colosseum
atmosphere,recreates,NEU,343,Paris
set,recreates,NEU,343,Paris
form,rectangular,NEG,4549,Boutique Hotel
pieces,red,NEG,315,Tokyo
light,red,NEG,1675,Passenger Train
piece,redesign,NEU,1708,Cargo Train
plastic packaging,reduce,NEU,261,Singapore
plastic waste,reduce,NEU,4573,Ghostbusters™ ECTO-1
piece count,reduce,NEG,5097,Bookshop
interior detailing,reduce,NEG,5153,Bookshop
exterior parts details,reduce,NEG,5153,Bookshop
set,reduced,NEG,4173,Assembly Square
sets,reduced,NEG,4173,Assembly Square
play value,reduces,NEG,3208,Green Baseplate
price,reducing,NEG,3182,Gray Baseplate
detail,reflected,POS,5159,Bookshop
price,reflects,POS,5123,Bookshop
display,refresh,NEU,4828,NASA Space Shuttle Discovery
challenge,refreshing,POS,52,Statue of Liberty
build,refreshing,POS,4311,Haunted House
set,refreshing,POS,4311,Haunted House
help,refused,NEG,3904,Colosseum
foil stickers,refused to cooperate,NEG,4769,NASA Space Shuttle Discovery
batman s cape,refuses to stay down,NEG,461,LEGO® DC Batman™ Batmobile™ Tumbler
set,regret,NEU,548,1989 Batwing
purchase,regret,NEU,2405,Police Prisoner Transport
green baseplates,regular,NEU,3201,Green Baseplate
price,regular,POS,3461,Caravan Family Holiday
kits,reignited,POS,3356,Pirate Ship
passion,reignited,POS,3356,Pirate Ship
part,reimaged,NEG,4506,Boutique Hotel
infrastructure,reinforced,NEG,1135,1989 Batmobile™
spares box,reinforced,NEU,4243,Assembly Square
missing pieces section,rejected,NEG,3869,Colosseum
missing pieces section,rejected,NEG,3869,Colosseum
lego interest,rekindled,POS,4211,Assembly Square
duplo,rekindled,POS,4211,Assembly Square
lego,rekindled,POS,4808,NASA Space Shuttle Discovery
lighting pack,rekindled,POS,4808,NASA Space Shuttle Discovery
fishing cook stove,relatable,NEU,3463,Caravan Family Holiday
build,relatively straight forward,NEG,350,London
sitting,relaxed,POS,3415,Ferris Wheel
pace,relaxed,POS,4211,Assembly Square
build,relaxing,POS,288,Singapore
blossoms,relaxing,POS,321,Tokyo
set,relaxing,POS,321,Tokyo
build,relaxing,POS,366,London
build experience,relaxing,POS,606,Jim Lee Batman™ Collection
build,relaxing,POS,1412,Donald Duck
bonsai tree,relaxing,POS,3568,Fish Tank
experience,relaxing,POS,3963,Colosseum
build,relaxing,POS,4493,Boutique Hotel
build process,relaxing,POS,4845,NASA Space Shuttle Discovery
build,relaxing,POS,5050,Police Station
music,relaxing,POS,5166,Bookshop
set,relaxing,POS,5166,Bookshop
batboat,release,NEU,507,1989 Batwing
sets,released,NEU,2888,LEGO® Medium Creative Brick Box
saturn v,released,NEU,4815,NASA Space Shuttle Discovery
remote,reliable,NEU,1673,Passenger Train
train,reliable,NEU,1673,Passenger Train
delivery,reliable,POS,5100,Bookshop
lego tumbler,relief,POS,904,1989 Batmobile™
baseplates,relief,NEU,4139,Assembly Square
crank,reluctantly,NEG,4403,Haunted House
blue baseplates,remake,NEU,3258,Green Baseplate
brick separator,remarkable,POS,2989,Brick Separator
model,remarkable,POS,3844,Colosseum
set,remarkable,POS,3904,Colosseum
elevator shaft,remarkable,POS,4380,Haunted House
design physics,remarkable,POS,4380,Haunted House
inch action figures,remedied,NEU,517,1989 Batwing
spin master,remedied,NEU,517,1989 Batwing
bricks,remedied,NEU,2560,Road Plates
parakeet,reminds,NEU,1318,Budgie
nasa space center,reminds,NEU,3554,Space Shuttle Adventure
colour scheme,reminiscent,POS,3301,Medieval Castle
aesthetics,reminiscent,POS,5012,Police Station
roof,removable,NEG,111,Taj Mahal
loads,removable,NEU,1708,Cargo Train
roof,removable,NEG,2358,Car Transporter
top,removable,NEG,2477,Holiday Camper Van
roof,removable,NEG,3623,Street Racer
interior,remove,NEU,457,LEGO® DC Batman™ Batmobile™ Tumbler
interior,remove,NEU,481,LEGO® DC Batman™ Batmobile™ Tumbler
roof parts,remove,NEU,481,LEGO® DC Batman™ Batmobile™ Tumbler
base pillar,remove,NEU,716,Classic TV Series Batman™ Cowl
pieces,remove,NEU,716,Classic TV Series Batman™ Cowl
ypu,remove,NEU,727,Classic TV Series Batman™ Cowl
motor,remove,NEG,1646,Passenger Train
pieces,remove,NEU,3020,Brick Separator
block,remove,NEU,3020,Brick Separator
floor,remove,NEU,4067,Assembly Square
newspaper stand,remove,NEG,5005,Police Station
roof,removed,NEG,133,Taj Mahal
set,removed,NEU,379,London
hub,removed,NEU,1679,Passenger Train
motor,removed,NEU,1679,Passenger Train
printed lane white lines,removed,NEU,1816,Town Center
siren,removed,NEG,3369,Pirate Ship
floor,removed,NEG,4539,Boutique Hotel
solar panels,removed,NEU,4713,NASA Space Shuttle Discovery
top,removed,NEG,5082,Bookshop
levels,removed,NEG,5083,Bookshop
knock,removes,NEG,186,New York City
bottom piece,removing,NEU,1686,Passenger Train
piece,removing,NEU,2994,Brick Separator
plates,removing,NEU,3043,Brick Separator
drainer,removing,NEU,5110,Bookshop
overhead extractor hood,removing,NEU,5110,Bookshop
steps,repeated,NEG,107,Taj Mahal
processes,repeated,NEG,126,Taj Mahal
elements,repeated,NEG,3964,Colosseum
parts,repetative,NEG,17,Statue of Liberty
build,repetetive,NEG,3902,Colosseum
pedestal section,repetition,NEG,43,Statue of Liberty
build,repetition,NEG,3858,Colosseum
steps,repetition,NEG,4118,Assembly Square
steps,repetitious,NEG,3955,Colosseum
build,repetitive,NEG,11,Statue of Liberty
pedastool,repetitive,NEG,22,Statue of Liberty
bottom part,repetitive,NEG,64,Statue of Liberty
base build,repetitive,NEG,77,Statue of Liberty
parts,repetitive,NEG,79,Statue of Liberty
construction experience,repetitive,NEG,126,Taj Mahal
sands,repetitive,NEG,260,Singapore
set,repetitive,NEG,425,Trafalgar Square
windows,repetitive,NEG,425,Trafalgar Square
build,repetitive,NEG,599,Jim Lee Batman™ Collection
build,repetitive,NEG,3399,Pirate Ship
lego,repetitive,NEG,3449,Ferris Wheel
set,repetitive,NEG,3834,Colosseum
colosseum,repetitive,NEG,3839,Colosseum
set,repetitive,NEG,3841,Colosseum
build,repetitive,NEG,3846,Colosseum
build,repetitive,NEG,3847,Colosseum
build,repetitive,NEG,3848,Colosseum
set,repetitive,NEG,3855,Colosseum
sections,repetitive,NEG,3856,Colosseum
segments,repetitive,NEG,3863,Colosseum
set,repetitive,NEG,3865,Colosseum
build,repetitive,NEG,3866,Colosseum
colosseum,repetitive,NEG,3875,Colosseum
sections,repetitive,NEG,3882,Colosseum
set,repetitive,NEG,3887,Colosseum
cons,repetitive,NEG,3888,Colosseum
structure,repetitive,NEG,3888,Colosseum
build,repetitive,NEG,3889,Colosseum
build,repetitive,NEG,3890,Colosseum
build,repetitive,NEG,3893,Colosseum
build pieces,repetitive,NEG,3906,Colosseum
build,repetitive,NEG,3907,Colosseum
buildings,repetitive,NEG,3917,Colosseum
tops,repetitive,NEG,3920,Colosseum
buiding process,repetitive,NEG,3932,Colosseum
build,repetitive,NEG,3933,Colosseum
seating stansions,repetitive,NEG,3939,Colosseum
build,repetitive,NEG,3942,Colosseum
build,repetitive,NEG,3945,Colosseum
build,repetitive,NEG,3947,Colosseum
build,repetitive,NEG,3958,Colosseum
build,repetitive,NEG,3961,Colosseum
set,repetitive,NEG,3964,Colosseum
build,repetitive,NEG,3966,Colosseum
set,repetitive,NEG,3979,Camp Nou – FC Barcelona
set build,repetitive,NEG,3980,Camp Nou – FC Barcelona
stadium,repetitive,NEG,3983,Camp Nou – FC Barcelona
nature,repetitive,NEG,3985,Camp Nou – FC Barcelona
build,repetitive,NEG,3987,Camp Nou – FC Barcelona
stadium,repetitive,NEG,3998,Camp Nou – FC Barcelona
pieces,repetitive,NEG,4002,Camp Nou – FC Barcelona
build bit,repetitive,NEG,4015,Old Trafford - Manchester United
stage,repetitive,NEG,4139,Assembly Square
stage,repetitive,NEG,4139,Assembly Square
litle bit,repetitive,NEG,4296,Assembly Square
floors,repetitive,NEG,4296,Assembly Square
build,repetitive,NEG,4311,Haunted House
build,repetitive,NEG,4356,Haunted House
tower,repetitive,NEG,4360,Haunted House
build,repetitive,NEG,4409,Haunted House
exterior,repetitive,NEG,4439,Haunted House
stickers,repetitive,NEG,4768,NASA Space Shuttle Discovery
build,repetitive,NEG,5030,Police Station
building technique,repetitive,NEG,5079,Bookshop
experience,repetitive boring,NEG,4359,Haunted House
tower drop,repetitiveness,NEG,4380,Haunted House
spare parts,replace,NEU,509,1989 Batwing
stud shooters,replace,NEU,867,Batman™ Classic TV Series Batmobile™
part,replace,NEU,921,1989 Batmobile™
batteries,replace,NEU,1147,BOOST Creative Toolbox
batteries,replace,NEU,1190,BOOST Creative Toolbox
batteries,replace,NEU,1639,Passenger Train
spare flags,replace,NEU,3369,Pirate Ship
set,replace,NEU,3799,Dolphin and Turtle
bricks minifigs store,replace,NEU,3948,Colosseum
lego panels,replace,NEU,4238,Assembly Square
servicing missions,replace,NEU,4792,NASA Space Shuttle Discovery
telescope mirror,replace,NEU,4792,NASA Space Shuttle Discovery
take away containers,replace,NEU,5015,Police Station
x1 light grey bricks,replace,NEU,5123,Bookshop
face,replaced,NEU,66,Statue of Liberty
plate,replaced,NEU,66,Statue of Liberty
grey tiles,replaced,NEU,238,New York City
support piece,replaced,NEG,727,Classic TV Series Batman™ Cowl
batteries,replaced,NEG,1217,BOOST Creative Toolbox
pieces,replaced,NEG,1661,Passenger Train
batteries x,replaced,NEG,1669,Passenger Train
powered up components,replaced,NEU,1713,Cargo Train
trains,replaced,NEU,1713,Cargo Train
road plates,replaced,NEG,2565,Road Plates
tan board,replaced,NEU,3223,Green Baseplate
front window screen,replaced,NEG,4599,Ghostbusters™ ECTO-1
removable section,replaced,NEG,4770,NASA Space Shuttle Discovery
roof,replaced,NEU,4972,Police Station
studs,replaced,NEU,4972,Police Station
parts,replacement,NEG,639,THE BATMAN - BATMOBILE™
grave digger,replacement,NEU,646,THE BATMAN - BATMOBILE™
piece,replacement,NEU,740,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
battery,replacement,NEU,1715,Cargo Train
ship,replacement,NEU,4608,Ghostbusters™ ECTO-1
clipper ships,replica,NEU,3357,Pirate Ship
drape,replicate,NEU,67,Statue of Liberty
scales,replicate,NEU,1320,Goldfish
wedge pieces,replicate,NEU,1414,Lady Liberty
cat s yellow eyes,replicate,NEU,1597,Lucky Cat
actions x4,replicating,NEU,581,1989 Batwing
support,repurchase,NEU,2584,Road Plates
christmas wish list,requested,NEU,894,Batman™ Classic TV Series Batmobile™
build,require stacking,NEG,4139,Assembly Square
app,required,NEG,1163,BOOST Creative Toolbox
ios,required,NEU,1214,BOOST Creative Toolbox
tablet,requirement,NEG,1169,BOOST Creative Toolbox
devices,requirements,NEG,1181,BOOST Creative Toolbox
batteries,requires,NEG,1174,BOOST Creative Toolbox
battery installation,requires help,NEG,1212,BOOST Creative Toolbox
taj mahal palace hotel,resemblance,NEU,4475,Boutique Hotel
arc de triumphe,resembles,NEU,339,Paris
triumphe,resembles,NEU,339,Paris
control system,reservations,NEG,1668,Passenger Train
elevator,resistance,NEG,4386,Haunted House
mini tumbler,resonated,NEU,4584,Ghostbusters™ ECTO-1
representation,respectable,POS,17,Statue of Liberty
lego quality control,respected,POS,4338,Haunted House
build,respective,NEG,3928,Colosseum
designs,restricted,NEG,1198,BOOST Creative Toolbox
access,restricted,NEG,1740,Hospital
building,resume,NEU,4823,NASA Space Shuttle Discovery
play,resumed,POS,1156,BOOST Creative Toolbox
windows,retentive,NEG,4441,Haunted House
walls,retentive,NEG,4441,Haunted House
set,retire,NEU,4114,Assembly Square
technics porsche,retired,NEU,1135,1989 Batmobile™
sets,retired,NEG,1673,Passenger Train
blue plates,retired,NEU,3185,Blue Baseplate
blue base plates,retired,NEU,3223,Green Baseplate
themes,retired,NEU,3786,Cyber Drone
electronic design engineer,retired,NEU,4465,Haunted House
shuttle program,retired,NEG,4729,NASA Space Shuttle Discovery
lego city road plates,retiring,NEU,2548,Road Plates
road plates,retiring,NEU,2548,Road Plates
price,retiring,NEU,2548,Road Plates
design,retro,POS,882,Batman™ Classic TV Series Batmobile™
build,retro,POS,900,Batman™ Classic TV Series Batmobile™
horizon express,retro fitting,NEU,1668,Passenger Train
green baseplate,return,NEU,4071,Assembly Square
power pack,return,NEU,4416,Haunted House
riddler messages,revealed,NEU,667,Batcave™: The Riddler™ Face-off
organ,reviewing,NEU,4415,Haunted House
baseplate,reviews,NEU,3213,Green Baseplate
pirates theme,revisiting,NEU,3367,Pirate Ship
build,rewarding,POS,64,Statue of Liberty
build,rewarding,POS,313,Tokyo
build experience,rewarding,POS,457,LEGO® DC Batman™ Batmobile™ Tumbler
building process,rewarding,POS,1133,1989 Batmobile™
transporter,rewarding,NEU,2358,Car Transporter
steps,rewarding,POS,2463,Cement Mixer Truck
build,rewarding,POS,3496,Majestic Tiger
build experience,rewarding,POS,3897,Colosseum
playing,rewarding,POS,4129,Assembly Square
build experience,rewarding,POS,4247,Assembly Square
build,rewarding,POS,4780,NASA Space Shuttle Discovery
set,rewarding,POS,4843,NASA Space Shuttle Discovery
set,rewarding,POS,4886,NASA Space Shuttle Discovery
build experience,rewarding,POS,4886,NASA Space Shuttle Discovery
weekend project,rewarding,POS,5146,Bookshop
design,reworked,NEG,4332,Haunted House
sections,rhythm,NEU,3857,Colosseum
color,rich,POS,1556,La Catrina
details,rich,POS,4611,Ghostbusters™ ECTO-1
tan pieces,richer,NEU,3894,Colosseum
finger prints,rid,NEG,460,LEGO® DC Batman™ Batmobile™ Tumbler
finger prints,rid of,NEG,460,LEGO® DC Batman™ Batmobile™ Tumbler
face plate,ridiculous,NEG,19,Statue of Liberty
artwork in the nation gallery,ridiculous,NEG,411,Trafalgar Square
ears,ridiculous,NEG,686,Batman™ Cowl
flat x tile,ridiculous,NEG,686,Batman™ Cowl
parts,ridiculous,NEG,1180,BOOST Creative Toolbox
prices,ridiculous,NEG,3209,Green Baseplate
vip point,ridiculous,NEG,3864,Colosseum
detail,ridiculous,NEG,4884,NASA Space Shuttle Discovery
fire escape entrance,ridiculous,NEG,5024,Police Station
challenge,right,POS,12,Statue of Liberty
parts,right,NEU,28,Statue of Liberty
size,right,POS,65,Statue of Liberty
price,right,POS,188,New York City
size,right,POS,204,New York City
proportions,right,POS,343,Paris
look,right,POS,486,LEGO® DC Batman™ Batmobile™ Tumbler
age rating,right,POS,507,1989 Batwing
size,right,POS,759,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
size,right,POS,762,LEGO® DC Batman™ Batmobile™ Tumbler: Scarecrow™ Showdown
size,right,POS,813,Batmobile™: The Penguin™ Chase
curves,right,POS,979,1989 Batmobile™
body lines,right,POS,1037,1989 Batmobile™
hardware,right,POS,1153,BOOST Creative Toolbox
challenge,right,POS,1741,Hospital
build,right,POS,1773,Passenger Airplane
monster trucks,right,POS,1794,Stunt Show Arena
level,right,POS,1802,Stunt Show Arena
pieces,right,POS,1848,Wildlife Rescue Camp
pieces,right,POS,1992,Stunt Show Truck
difficulty,right,POS,2072,Fire Command Unit
animals vehicles,right,POS,2163,Wildlife Rescue Off-Roader
setting pieces,right,POS,2163,Wildlife Rescue Off-Roader
pieces,right,POS,2184,Beach Lifeguard Station
size,right,POS,2184,Beach Lifeguard Station
jump,right,NEU,2306,Stunt Park
pieces,right,POS,2397,Horse Transporter
pieces,right,POS,2476,Holiday Camper Van
size,right,POS,2531,Picnic in the park
track type,right,POS,2606,Tracks
size,right,POS,3083,Brick Separator
size,right,POS,3254,Green Baseplate
build,right,POS,3292,Medieval Castle
stage level,right,POS,3292,Medieval Castle
scale,right,POS,3366,Pirate Ship
scale,right,POS,3366,Pirate Ship
build,right,POS,3414,Ferris Wheel
size,right,POS,3540,Space Shuttle Adventure
size,right,POS,3818,Super Robot
difficulty,right,POS,3818,Super Robot
architecture,right,NEU,3846,Colosseum
points,right,POS,3846,Colosseum
size,right,POS,4035,Old Trafford - Manchester United
size,right,NEG,4320,Haunted House
chain,right,NEU,4320,Haunted House
set,right,POS,4474,Boutique Hotel
touch,right,POS,4480,Boutique Hotel
notes,right,POS,4595,Ghostbusters™ ECTO-1
details,right,POS,4793,NASA Space Shuttle Discovery
look,right,NEG,5024,Police Station
wedge pieces,right to replicate,NEU,1414,Lady Liberty
axles,rigid,NEG,2430,Rescue Helicopter Transport
building instruction,ripped,NEG,62,Statue of Liberty
instructions,ripped,NEG,4045,Old Trafford - Manchester United
bag of the set,ripped open,NEG,3848,Colosseum
set,ripped open,NEG,3848,Colosseum
cost,rise,NEG,1814,Town Center
surface,rises,NEG,1019,1989 Batmobile™
